state,population_x,peak_demand_MW_x,annual_generation_GWh_x,total_installed_capacity_MW_x,coal_MW_x,gas_MW_x,hydro_MW_x,nuclear_MW_x,solar_utility_MW_x,solar_rooftop_MW_x,wind_MW_x,biomass_MW_x,other_renewables_MW_x,renewables_share_percent_x,CO2_emissions_MtCO2_x,TnD_losses_percent_x,storage_capacity_MWh_x,pumped_hydro_MW_MWh_x,battery_storage_MW_MWh_x,microgrid_projects_count_x,stranded_renewable_capacity_MW_x,avg_retail_tariff_INR_per_kWh_x,domestic_tariff_INR_per_kWh_x,industrial_tariff_INR_per_kWh_x,commercial_tariff_INR_per_kWh_x,major_DISCOMs_x,RPO_target_percent_x,recent_policies_notes_x,major_projects_under_construction_x,grid_constraints_notes_x,resource_score_solar_x,resource_score_wind_x,notes_x,year,CO2_per_MWh,renewables_to_demand_ratio,population_y,peak_demand_MW_y,annual_generation_GWh_y,total_installed_capacity_MW_y,coal_MW_y,gas_MW_y,hydro_MW_y,nuclear_MW_y,solar_utility_MW_y,solar_rooftop_MW_y,wind_MW_y,biomass_MW_y,other_renewables_MW_y,renewables_share_percent_y,CO2_emissions_MtCO2_y,TnD_losses_percent_y,storage_capacity_MWh_y,pumped_hydro_MW_MWh_y,battery_storage_MW_MWh_y,microgrid_projects_count_y,stranded_renewable_capacity_MW_y,avg_retail_tariff_INR_per_kWh_y,domestic_tariff_INR_per_kWh_y,industrial_tariff_INR_per_kWh_y,commercial_tariff_INR_per_kWh_y,major_DISCOMs_y,RPO_target_percent_y,recent_policies_notes_y,major_projects_under_construction_y,grid_constraints_notes_y,resource_score_solar_y,resource_score_wind_y,notes_y,total_generation_MW,coal_MW_pct,gas_MW_pct,hydro_MW_pct,nuclear_MW_pct,solar_utility_MW_pct,solar_rooftop_MW_pct,wind_MW_pct,biomass_MW_pct,other_renewables_MW_pct,CO2_intensity_kg_per_MWh,grid_reliability_index,renewable_share_ratio,CO2_efficiency_score,ESS
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,472.6646008564181,21.050369274481135,234.40635101473293,164.81545207600035,64.6384728804719,47.39919104703805,30.44932185103436,21.2887748586176,16.3654142340545,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2016,0.0002043949027745,0.0700782273757363,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,859.3901833753056,38.27339868087479,366.2599234605202,225.774591884932,64.6384728804719,42.33553488177233,37.1333193305297,21.2887748586176,58.44790797876607,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,3671.4702545339233,33.79974639082187,8.208938906580581,10.530332226469,5.12544759435621,23.407248971009334,1.042454276556121,9.97583796323076,6.149432685887116,1.7605609850889956,249.26207655434007,78.7112251413824,0.47399191047038053,97.56097560975607,73.72631169099414
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,5294.966583977755,1228.8471442477364,1448.5891319953944,1594.9660756471037,807.0668599995367,24.86916838001172,994.4768642973058,19.13932883113253,472.6814471317822,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2016,0.0054744457403324,0.2125515181699988,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,9627.211970868646,2234.267534995884,2263.420518742804,2184.885035133019,807.0668599995367,37.56136671694728,1212.7766637772022,19.13932883113253,1688.1480254706505,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,45570.3650208685,41.079769393146506,14.43768551973652,5.937639566111881,0.9835388040578196,21.126036551298107,4.902895849029788,4.966869406699492,4.794530467624019,1.7710344422958837,6676.153341868798,80.86067116886747,0.2486916838001172,3.6425543461750274,27.576823324248195
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,4255.778433323531,1321.49323502492,1918.4244674253405,2027.464512948316,503.1749552013432,13.26507623798803,969.1034059365722,17.078341321663576,388.6918182161439,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2016,0.0054623840617796,0.1950667891995515,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,7737.778969679148,2402.714972772582,2997.538230352094,2777.3486478744053,503.1749552013432,31.245237857722277,1181.8334218738685,17.078341321663576,1388.1850650576566,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,52547.38610294087,46.06902414931344,12.131734035398395,6.37018695214114,4.183817005424739,14.725335632339084,4.57247286870871,5.704447837766632,5.2854173230111785,0.9575641958966682,6661.443977780043,82.92165867833643,0.1326507623798803,3.6505975959973918,23.350601269261457
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,332.1208628791798,36.86474962663318,186.50603705155555,314.9320755774223,101.77560822856182,56.891500307135495,55.755774981542,20.152729343460628,14.62792522331941,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2016,0.0012002362548228,0.1045177383687308,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,603.8561143257814,67.02681750296941,291.41568289305553,431.4138021608525,101.77560822856182,25.84441722819918,67.99484753846585,20.152729343460628,52.2425900832836,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,5786.5031813504165,41.76580411018045,15.135831995238922,13.414859397529169,3.8390872688522815,10.435596342052946,1.158330262722281,5.036127584484397,7.455518274858565,1.758844764080992,1463.702749783998,79.84727065653937,0.5689150030713549,16.614200782736678,45.37173456725674
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,4302.337525140646,1346.621379481517,2187.757970265525,670.174721459035,919.4405826843108,12.10207431513345,721.7754370626554,23.33146863888829,531.0466663834834,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2017,0.0049782422927914,0.2037042119764067,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,7170.562541901078,2244.368965802528,3217.291132743419,881.8088440250461,919.4405826843108,22.58518666549184,859.2564726936374,23.33146863888829,1475.1296288430094,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,63906.80883417027,51.09029273525112,13.60078682253314,7.263444821993382,5.460288954730527,11.220342046037286,3.511940287343042,5.034347969231049,1.3798355137920024,1.438720849088456,5926.478919989774,76.66853136111172,0.1210207431513345,4.005623863109696,21.7767855435196
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,957.2982212619714,142.8688595807667,686.4780051155153,79.72184757126385,201.9822834186841,53.15705662932418,155.48381229754048,16.980783099236817,30.535266056346565,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2017,0.0016885914518787,0.0382546309241927,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1595.4970354366192,238.1147659679445,1009.526478111052,104.89716785692612,201.9822834186841,37.74615787911287,185.09977654469105,16.980783099236817,84.82018348985157,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,8345.267194821734,42.61167984269645,9.282740468846717,7.790347806651103,2.569074002692867,19.118585399238388,2.8532910979254864,12.096994075126396,1.2569659593645506,2.420321347458051,2010.227918903236,83.01921690076318,0.5315705662932418,11.809230765772849,42.59035833819145
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,4661.381129821002,2617.9916499174265,5460.711574346826,1135.7360214866949,788.9884894020269,44.30718209890976,443.458326354124,15.753026640808937,484.3019315343891,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2017,0.0071231419679087,5.189162444118156,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,7768.968549701671,4363.319416529044,8030.458197568862,1494.3895019561774,788.9884894020269,32.41941770327145,527.9265789930048,15.753026640808937,1345.2831431510808,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,69236.66661937836,46.54123242618067,7.222781977041826,12.62867878313254,1.1878891103735267,11.220887614955233,6.302035654772284,11.59856271203162,2.1583787535171703,1.1395529679951406,8479.930914177025,84.24697335919106,0.44307182098909764,2.7994621213764352,35.69205235995269
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,494.127042354834,191.39615366247892,189.86808604646424,103.82517393647294,153.14260709510833,48.32954082991021,56.90001867904784,10.492256033882462,28.35679415231854,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2017,0.0037090162752785,0.0380071594473004,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,823.54507059139,318.99358943746495,279.21777359774154,136.61207096904334,153.14260709510833,36.235497031802176,67.73811747505695,10.492256033882462,78.76887264532928,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,4723.299669902792,43.825176177566114,8.8610188677566,7.334770625993098,3.743537296882023,17.435799719401228,6.753617422796933,5.911498171012469,2.892301579752506,3.242280138839044,4415.495565807767,89.50774396611754,0.48329540829910206,5.376349049007546,39.38390474479061
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1362.595323797241,733.8708689593961,2811.6286159331275,1058.9000221102442,854.4610719892556,22.40900604870445,208.50682026106205,17.070037823002377,140.03477413704863,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2017,0.0281537699515341,1.6236720628027237,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,2270.992206328735,1223.118114932327,4134.747964607541,1393.2895027766372,854.4610719892556,35.570917714375064,248.2224050726929,17.070037823002377,388.985483714024,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,27765.965837432184,44.98434846385242,8.910772954426667,5.142828685751739,5.391132181594098,8.179049918973602,4.405098393096063,14.891424951021712,5.0179760031912855,3.07736844809241,33516.392799445435,82.92996217699762,0.2240900604870445,0.7082875990915232,25.83290989451791
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,2129.1818957627715,181.5850873087217,1278.848668474408,1327.9530720354314,346.999727241064,38.96522430834915,224.60026745408047,24.226137687120804,426.9621800170606,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2017,0.0020444039964507,0.1504119631608654,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,3548.636492937953,302.6418121812029,1880.659806580012,1747.3066737308309,346.999727241064,29.64744866162285,267.3812707786672,24.226137687120804,1186.0060556029462,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,26397.69985604781,32.9532697831582,17.247814096781987,13.29449315020032,6.856974308236634,13.442976139168987,1.1464703888277092,7.124332107856535,6.619162590904741,1.3145074348648795,2433.814281489038,75.7738623128792,0.3896522430834915,9.753926405429612,34.642432748087344
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,5863.561927348116,2185.4837305920005,4393.45457354006,752.7519450705033,766.9419747559165,24.039800977973687,628.776809388775,11.772133050787255,149.51438032385724,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2017,0.0806537723690065,0.2692139424766532,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,9772.60321224686,3642.472884320001,6460.962608147148,990.4630856190832,766.9419747559165,42.89366787592493,748.5438207009225,11.772133050787255,415.3177231218257,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,50435.052156570826,30.020507404539146,5.279303798283692,14.687091480275116,7.119429440977109,19.37660970768652,7.22210591358623,12.810460843957696,1.963838725781992,1.520652684912505,96016.39567738872,88.22786694921274,0.24039800977973688,0.2472415801348193,27.360390413085952
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,3435.858889137948,689.579335269651,1069.513945025186,892.1283816639748,1212.7782339985265,36.6801047932271,695.6727192613091,16.4880581505359,219.28461546998088,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2017,0.0132179270631625,1.8062553564085344,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,5726.43148189658,1149.298892116085,1572.8146250370387,1173.8531337683878,1212.7782339985265,29.725205273883027,828.1818086444156,16.4880581505359,609.123931861058,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,36451.14059594586,47.54064264739724,11.784138955456587,5.819476968946431,5.1305361543166965,15.709882841179132,3.1529847168730605,4.31485709177498,3.2203467836036523,3.327133840452205,15735.627456145914,83.51194184946411,0.36680104793227103,1.5086303645842676,31.97788243301737
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,2500.91427203932,693.9442979852431,4356.537650178732,1368.4957988474405,486.2587018564673,56.11114704194952,180.93797029825797,18.46298711427181,125.23344734724316,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2017,0.002457661708433,0.5752913266075934,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,4168.190453398866,1156.5738299754053,6406.673014968725,1800.652366904527,486.2587018564673,38.216419883615934,215.40234559316423,18.46298711427181,347.8706870756755,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,36681.47987120559,41.40583056507997,4.338956975196958,13.341833820524116,2.696958755583025,11.363201452160691,3.153018455188604,17.465688509470052,4.908886918485565,1.3256245483110214,2925.7877481345827,81.53701288572819,0.5611114704194953,8.11379615669771,41.99737985660454
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,2281.1982556574544,174.6437193948407,1950.870418874213,226.97517238582972,803.8910169767522,19.164587999482173,281.5200958671323,18.089836850623573,141.40332414279712,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2017,0.0016785624175961,0.1822851127581565,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3801.997092762424,291.0728656580678,2868.9270865797257,298.6515426129339,803.8910169767522,33.700403038083024,335.1429712703956,18.089836850623573,392.7870115077698,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,23930.098389258423,47.85646664258926,5.86640188700909,10.031887448655622,2.544840983662997,15.887929213316724,1.2163462971331642,11.988780990000064,1.2480163589590192,3.3593301786740546,1998.2885923763265,81.91016314937643,0.19164587999482172,11.879788273172979,28.79978313893735
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,6120.515858163838,1979.072303953148,1689.5630947459597,2221.016911964124,1252.962082702901,37.10459956660495,891.8508266583358,20.3167021740112,584.440641851718,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2017,0.0090162443553958,1.0423683534826478,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,10200.859763606397,3298.453839921913,2484.6516099205287,2922.390673637005,1252.962082702901,44.04989683303105,1061.727174593257,20.3167021740112,1623.4462273658835,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,45764.73367509041,32.044994367808414,5.59443628096264,16.15772980735975,2.152942710838152,22.2897828621227,7.207414039245793,5.429184025324977,6.385682683930165,2.7378332224074198,10733.624232614107,79.6832978259888,0.3710459956660495,2.211670994965144,31.6631677898258
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,2556.5098180216028,548.8742583033958,1728.6376678371155,1263.123731663971,552.1088655606984,52.33046037844376,293.15130339855125,18.25052234987664,209.20919635858849,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2017,0.0073646854264175,0.1573984943549083,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,4260.849696702671,914.7904305056596,2542.114217407523,1662.0049100841725,552.1088655606984,34.92412865815878,348.9896469030372,18.25052234987664,581.1366565516346,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,28438.413503383137,35.920521177494216,13.560516914616471,11.304208490549756,4.2906247591807976,14.982726431612598,3.2167421378721874,8.939015592782994,5.844225135436807,1.941419360454188,8767.482650497104,81.74947765012337,0.5233046037844375,2.707646690898401,38.36513835776154
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,6397.926548273982,982.1323504524378,4145.787747540109,1488.1160748063746,1563.8663732287716,13.388792466933204,794.6166793050859,21.916545749556537,199.58620361074296,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2017,0.0062789240816502,7.483589833854459,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,10663.21091378997,1636.887250754063,6096.746687558985,1958.0474668504928,1563.8663732287716,46.47004150476558,945.9722372679594,21.916545749556537,554.4061211409528,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,47167.50401424642,30.754125803218745,11.785447322649109,5.6155238413290425,5.374861528037512,22.607112961858792,3.4703707244285376,12.925735238645512,4.151263688362832,3.315558891469905,7474.909621012219,78.08345425044347,0.13388792466933203,3.1758571795163677,22.242550708668524
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,5092.592257883677,1407.3108948623856,3426.389211902376,1517.3863864028751,938.0984366546344,30.46612087800972,212.90111492015265,10.012110729877689,314.15363626800416,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2017,0.0040492433131757,0.2535096420338786,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,8487.653763139462,2345.518158103976,5038.807664562318,1996.5610347406248,938.0984366546344,43.99748346048399,253.45370823827696,10.012110729877689,872.6489896333449,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,42744.806243502666,42.09177189196038,8.159172596371638,3.3988494081653324,2.3527226430186623,19.856573251936567,5.487258837348225,11.788116750039617,4.670885682267207,2.1946489388923784,4820.5277537806105,89.98788927012231,0.30466120878009717,4.9246154360400825,32.15387237964438
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,132.56473799452246,20.602583973960552,243.624325924772,127.22170384747822,25.303442652064028,40.01431816875732,37.82529941928699,24.513753874249687,9.892000849737714,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2017,0.000278352339534,0.068471625733795,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,220.9412299908708,34.337639956600924,358.2710675364295,167.39697874668187,25.303442652064028,31.292916882574733,45.03011835629404,24.513753874249687,27.47778013816032,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2576.462788394145,45.62251183745754,14.54443204179352,3.967959626668408,4.5721796115058,8.575370503549124,1.3327434850321611,13.90554015180372,6.4971626798078805,0.9821000623818492,331.3718327786742,75.48624612575031,0.4001431816875732,71.6392977250521,59.75869558267384
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,2345.6901964727062,764.6637769017548,3378.24270653387,827.5931792489986,524.3490626581103,36.52726691399526,394.3754167062145,20.51311830120101,127.14779209702915,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2017,0.0029759914933421,2.549195072877118,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3909.483660787844,1274.4396281695913,4968.003980196869,1088.9383937486823,524.3490626581103,36.29917384576538,469.4945436978744,20.51311830120101,353.1883113806366,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,32411.79751239328,32.37680853990004,11.705600309707568,13.244408346023558,6.374008958603422,12.061915601234324,3.9320239109919295,15.327764460756166,3.3596976327286554,1.6177722400543049,3542.847015883567,79.48688169879898,0.3652726691399526,6.700612608926662,33.18852814892857
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1182.09502243214,1396.58902866858,2246.0506020542743,919.7759259491448,550.1805495133433,39.34121465610552,260.9508420536428,13.944559474458156,221.79474169802037,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2017,0.006915352909862,0.2192896083029523,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1970.1583707202333,2327.6483811143,3303.0155912562864,1210.2314815120326,550.1805495133433,35.15155677679773,310.6557643495748,13.944559474458156,616.0965047167232,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,26631.06625279028,37.3663521862655,13.385563388586936,9.23863168554308,4.857895962806735,7.397970295364383,8.740349931991249,12.402866486467518,4.5444349468554615,2.065935116119123,8232.56298793096,86.05544052554184,0.3934121465610552,2.8835789560225233,34.10100554995959
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,6802.799421299978,741.0699012918215,3357.4666608071125,1430.4392610637858,1705.7526330804492,30.070860008345427,535.7843749958157,11.844073720100624,364.41863554017874,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2017,0.0026837660727403,0.8419892970410146,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,11337.999035499965,1235.1165021530358,4937.450971775166,1882.1569224523496,1705.7526330804492,44.16487459832575,637.8385416616854,11.844073720100624,1012.2739876116076,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,47772.07284487748,35.47677193980527,5.051231530428216,10.991123521362208,4.31599841007857,23.733529571379528,2.585436278144408,10.335433816756815,3.9398686520552975,3.5706062799897,3194.959610405209,88.15592627989938,0.3007086000834543,7.430217680628781,32.63161633156956
