state,population,peak_demand_MW,annual_generation_GWh,total_installed_capacity_MW,coal_MW,gas_MW,hydro_MW,nuclear_MW,solar_utility_MW,solar_rooftop_MW,wind_MW,biomass_MW,other_renewables_MW,renewables_share_percent,CO2_emissions_MtCO2,TnD_losses_percent,storage_capacity_MWh,pumped_hydro_MW_MWh,battery_storage_MW_MWh,microgrid_projects_count,stranded_renewable_capacity_MW,avg_retail_tariff_INR_per_kWh,domestic_tariff_INR_per_kWh,industrial_tariff_INR_per_kWh,commercial_tariff_INR_per_kWh,major_DISCOMs,RPO_target_percent,recent_policies_notes,major_projects_under_construction,grid_constraints_notes,resource_score_solar,resource_score_wind,notes,year,CO2_per_MWh,renewables_to_demand_ratio
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,4533.732506575362,381.43201767085685,2973.2062279812512,1397.8292416182364,1445.3930877511589,53.360912834372215,471.53697551177004,14.650871902717938,215.55805343089463,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2017,0.02482818952778907,0.6410022774795131
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2232.0995386366867,720.6973284008933,649.3683512488602,217.70057070857413,201.66702294378217,15.59101114435227,309.535077377032,12.283102528123583,186.57022448139315,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2017,0.10165355578884466,0.10815634489481324
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,3029.1798424295725,1074.6549844245221,2289.5174229177155,1542.923818704583,1465.401524258973,12.015495489240449,481.2543494126965,21.20553227823871,421.0133429201455,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2017,0.005172164061309838,0.5011857321424941
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,4895.578882588823,1117.7865551304342,2780.1119794861806,1779.3674301564643,858.4957445862589,32.91912102817113,1076.559340874944,18.26884795636358,484.81270897724994,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2017,0.015527372836527251,0.7703347794070603
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,1957.448408660448,1643.2307997742935,4173.408799771763,1012.6959284042684,1274.3983023459125,44.72226385714697,335.51188605041773,18.36049579033053,259.4378796486822,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2017,0.002820328222881405,0.666119622212931
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,2955.4547354048646,2570.903765896067,2383.899499916681,2790.4432555878425,989.3942662464996,58.77008971816032,542.9162725205153,19.703124532365024,632.8213746247066,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2017,0.038314486416408985,0.3795517063386463
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,1972.1403000928876,1456.1541686702903,2695.8559356083197,1843.3263013339845,774.6937609066591,41.02499250032756,585.2674235819691,19.209666010920028,287.0480776185274,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2017,0.008250989293868426,0.6272122101633852
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,515.6341100251833,22.964039208524873,249.05674795315372,171.5886898325483,64.6384728804719,47.39919104703805,31.19198823764495,21.2887748586176,21.041246872355785,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2017,0.00020938014430564564,0.07528202692037438
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,5776.327182521188,1340.5605209975304,1539.1259527451064,1660.5126267010944,807.0668599995367,24.86916838001172,1018.7323975728498,19.13932883113253,607.7332891694342,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2017,0.005607968807169791,0.2291950209491895
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,4642.667381807489,1441.628983663549,2038.325996639424,2110.784972384548,503.1749552013432,13.26507623798803,992.7400743740495,17.078341321663576,499.74662342075635,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2017,0.005595612941335236,0.2096150621568007
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,362.3136685954688,40.21609050178164,198.16266436727776,327.8744896422479,101.77560822856182,56.891500307135495,57.11567193231131,20.152729343460628,18.807332429982097,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2017,0.0012295103098185582,0.11149938918188955
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,4660.8656522357,1458.8398277716428,2316.4496155752618,696.6289867797865,919.4405826843108,12.10207431513345,738.9605665165282,23.33146863888829,649.0570366909241,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2018,0.005096771871191206,0.2186916999679699
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1037.0730730338023,154.7745978791639,726.8590642399574,82.86876260697164,201.9822834186841,53.15705662932418,159.1858078284343,16.980783099236817,37.320880735534686,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2018,0.0017287960102567827,0.041025979703203555
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,5049.829557306085,2836.1576207438784,5781.92990224958,1180.5677065453801,788.9884894020269,44.30718209890976,454.0168579339841,15.753026640808937,591.9245829864755,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2018,0.00729274058619224,5.552911289022036
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,535.3042958844034,207.34583313435218,201.03679699037392,107.92353606554424,153.14260709510833,48.32954082991021,58.254781028548976,10.492256033882462,34.65830396394488,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2018,0.0037973261865946796,0.04081704945174172
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1476.1449341136774,795.0267747060125,2977.018534517429,1100.6987071935434,854.4610719892556,22.40900604870445,213.4712683625159,17.070037823002377,171.15361283417053,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2018,0.028824097807523076,1.7275888300763709
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,2306.613720409669,196.71717791778187,1354.0750607376085,1380.3722722473565,346.999727241064,38.96522430834915,229.9478928696538,24.226137687120804,521.8426644652963,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2018,0.0020930802820805726,0.1602060999361478
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,6352.192087960459,2367.6073748080003,4651.893077865946,782.4658376390757,766.9419747559165,24.039800977973687,643.7476858027934,11.772133050787255,182.73979817360328,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2018,0.08257410028255431,0.2887778671047758
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,3722.1804632327767,747.0442798754551,1132.4265300266677,927.3439756770264,1212.7782339985265,36.6801047932271,712.2363554341974,16.4880581505359,268.0145300188655,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2018,0.013532639612285487,1.937387314187515
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,2709.3237947092625,751.7729894840134,4612.804570777482,1422.5153698545764,486.2587018564673,56.11114704194952,185.24601721012124,18.46298711427181,153.0631023132972,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2018,0.002516177463395741,0.6124744743518435
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,2471.2981102955755,189.19736267774405,2065.6275023374023,235.9347186642178,803.8910169767522,19.164587999482173,288.22295529254023,18.089836850623573,172.8262850634187,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2018,0.0017185281894436409,0.19520289905487567
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,6630.558846344157,2143.9949959492433,1788.9491591427807,2308.688632173234,1252.962082702901,37.10459956660495,913.0853701502009,20.3167021740112,714.3163400409886,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2018,0.00923091684004813,1.1171837904538635
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,2769.552302856736,594.6137798286787,1830.3222365334166,1312.9838789664964,552.1088655606984,52.33046037844376,300.131096336612,18.25052234987664,255.70012888271918,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2018,0.007540035079427509,0.16799112471759112
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,6931.08709396348,1063.9767129901409,4389.657615042469,1546.8574988118894,1563.8663732287716,13.388792466933204,813.5361240504451,21.916545749556537,243.9386933020192,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2018,0.006428422274070509,8.011258723868877
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,5516.974946040649,1524.5868027675842,3627.9415184848685,1577.2832174450941,938.0984366546344,30.46612087800972,217.9701890849182,10.012110729877689,383.9655554386717,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2018,0.004145653868251325,0.2713007351352029
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,143.611799494066,22.3194659717906,257.95516862622924,132.24361320987867,25.303442652064028,40.01431816875732,38.72590178641288,24.513753874249687,12.09022326079054,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2018,0.00028497977618965984,0.07266824086005025
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,2541.1643795120985,828.3857583102342,3576.962865741745,860.261331061459,524.3490626581103,36.52726691399526,403.76530758017196,20.51311830120101,155.4028570074801,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2018,0.0030468484336598676,2.7201304301831137
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1280.6029409681514,1512.9714477242946,2378.171225704526,956.0828703945058,550.1805495133433,39.34121465610552,267.1639573406343,13.944559474458156,271.0824620753582,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2018,0.007080004169620625,0.23392229671673073
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,7369.6993730749755,802.8257263994732,3554.9646996781194,1486.9039687373563,1705.7526330804492,30.070860008345427,548.5411458290495,11.844073720100624,445.4005545491073,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2018,0.0027476652649484792,0.9022527494121211
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,4175.760400929639,1317.5234491076574,1440.442454468329,2701.2700576552634,606.0338837185793,18.95003258694117,379.99281270907505,20.219576677026456,765.66075715303,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2018,0.005286268140020242,0.26335920082440584
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,906.139931464004,371.4128066824517,2347.510232540373,1355.8469528528226,755.9367112676489,52.84060445306814,411.5582293246924,19.947846774524177,264.9092967961032,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2018,0.002183830949896753,0.10880100313542271
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,465.7499757417776,774.3947027958664,916.8503850397908,829.0697162351214,290.9230392056002,25.670561510000407,124.16038417014894,23.8451771525548,173.58405476474533,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2018,0.00786920928952649,0.1475036939247459
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,827.8808299607999,230.8890722155908,544.7737794381167,307.17125424701356,110.05903535223683,57.72884599172064,99.41322765925776,18.188609683741465,34.61322303707677,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2018,0.000653952648414065,0.06414808755326398
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,4583.668858897545,806.335613586379,2401.814715869356,748.6644008262521,1103.2702010032936,55.37110641016928,589.9250384896256,12.04298197670826,382.0927358384493,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2018,0.9246473957517644,0.5044883684316577
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,6494.39809933163,2262.2949282177165,1109.3990041304771,1799.783784430189,1195.3027657925927,21.10390509645507,472.01059762074914,11.167451832631858,376.3565327797308,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2018,0.00529337891242289,1.5339744662866552
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,4911.543548789976,413.2180191434282,3148.100711980149,1453.0067116821142,1445.3930877511589,53.360912834372215,482.7640463572884,14.650871902717938,263.45984308220454,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2018,0.025419336897498337,0.6851569677362922
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,2418.107833523077,780.7554391009676,687.5664895576167,226.29401428917575,201.66702294378217,15.59101114435227,316.9049601717232,12.283102528123583,228.03027436614715,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2018,0.1040738785457219,0.11644837693161665
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,3281.6114959653696,1164.209566459899,2424.194918383464,1603.8287062850272,1465.401524258973,12.015495489240449,492.712786303475,21.20553227823871,514.5718635690666,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2018,0.0052953108246743584,0.5351338608837234
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,5303.543789471225,1210.9354347246367,2943.6479782794854,1849.6056181889564,858.4957445862589,32.91912102817113,1102.1917061338713,18.26884795636358,592.5488665277499,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2018,0.015897072189777903,0.8238785297387471
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,2120.5691093821515,1780.1666997554844,4418.903435052455,1052.6707676833844,1274.3983023459125,44.72226385714697,343.5002642897134,18.36049579033053,317.0907417928338,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2018,0.002887478894854772,0.7105079229681962
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,3201.7426300219363,2785.145746387406,2524.128882264721,2900.59233146631,989.3942662464996,58.77008971816032,555.8428504376704,19.703124532365024,773.4483467635301,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2018,0.03922673609299015,0.4047674809399629
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,2136.485325100628,1577.5003493928143,2854.435696526456,1916.0891816497997,774.6937609066591,41.02499250032756,599.2023622386827,19.209666010920028,350.83653931153344,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2018,0.008447441419912913,0.6679139221183734
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,558.6036191939486,24.877709142568612,263.70714489157456,178.3619275890963,64.6384728804719,47.39919104703805,31.934654624255543,21.2887748586176,25.717079510657065,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2018,0.00021436538583673246,0.08048582646501241
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,6257.687781064619,1452.2738977473243,1629.6627734948186,1726.0591777550849,807.0668599995367,24.86916838001172,1042.987930848394,19.13932883113253,742.7851312070861,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2018,0.005741491874007167,0.24583852372838014
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,5029.556330291445,1561.764732302178,2158.227525853508,2194.1054318207803,503.1749552013432,13.26507623798803,1016.3767428115269,17.078341321663576,610.8014286253689,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2018,0.005728841820890837,0.22416333511404982
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,392.50647431175787,43.56743137693011,209.819291683,340.8169037070735,101.77560822856182,56.891500307135495,58.475568883080626,20.152729343460628,22.98673963664478,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2018,0.0012587843648142383,0.1184810399950482
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,5019.393779330754,1571.0582760617694,2445.1412608849982,723.083252100538,919.4405826843108,12.10207431513345,756.1456959704009,23.33146863888829,767.067406998365,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2019,0.005215301449591001,0.23367918795953305
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1116.8479248056333,166.68033617756114,767.2401233643996,86.01567764267942,201.9822834186841,53.15705662932418,162.88780335932813,16.980783099236817,44.10649541472282,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2019,0.0017690005686348475,0.04379732848221435
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,5438.277984791169,3054.323591570331,6103.148230152335,1225.3993916040656,788.9884894020269,44.30718209890976,464.57538951384424,15.753026640808937,699.5472344385621,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2019,0.007462339204475781,5.916660133925917
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,576.481549413973,223.29551260622546,212.20550793428356,112.02189819461555,153.14260709510833,48.32954082991021,59.60954337805012,10.492256033882462,40.95981377557123,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2019,0.003885636097910835,0.04362693945618295
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,1589.6945444301143,856.1826804526288,3142.408453101731,1142.4973922768427,854.4610719892556,22.40900604870445,218.43571646396975,17.070037823002377,202.2724515312925,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2019,0.029494425663511983,1.8315055973500183
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,2484.045545056567,211.84926852684202,1429.301453000809,1432.7914724592815,346.999727241064,38.96522430834915,235.29551828522716,24.226137687120804,616.723148913532,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2019,0.0021417565677103534,0.17000023671143022
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,6840.822248572802,2549.7310190240005,4910.331582191832,812.1797302076483,766.9419747559165,24.039800977973687,658.7185622168118,11.772133050787255,215.96521602334937,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2019,0.08449442819610209,0.30834179173289844
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,4008.502037327606,804.5092244812595,1195.3391150281495,962.5595696900781,1212.7782339985265,36.6801047932271,728.7999916070858,16.4880581505359,316.7444445677502,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2019,0.013847352161408404,2.0685192719664967
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,2917.7333173792063,809.6016809827836,4869.07149137623,1476.5349408617124,486.2587018564673,56.11114704194952,189.5540641219845,18.46298711427181,180.89275727935126,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2019,0.0025746932183584323,0.6496576220960937
