datetime,state,district_name,market_name,commodity_name,variety,tempmax,tempmin,temp,dew,humidity,precip,windspeed,solarradiation,uvindex,min_price,max_price,modal_price
21-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.1,20.7,24.3,20.2,79.7,6.3,14.4,193.3,7,,,
22-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.7,19.6,23.9,19,77.4,10.7,17.6,203.3,7,1165,1165,1165
23-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,19.1,23.7,17.9,74.6,3.7,22.3,279.2,9,,,
24-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,18.7,23.9,17.5,71.8,0.5,18.7,279.5,10,,,
25-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.7,19,24.4,17.7,71,0,16.6,257.5,9,,,
26-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.9,18.8,24.1,18.6,74.3,0,18,223.6,9,,,
27-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.6,20.7,24,19.3,76.7,0.6,21.6,196.5,7,,,
28-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,20.1,24.7,18.2,71.5,0,20.2,301.4,10,,,
29-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.1,20.1,25.1,18.9,72.5,0,20.2,295,10,,,
30-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.2,20,25.5,18.6,70.4,0,19.1,312.8,10,,,
31-08-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.2,20.3,25,18.8,72.1,0,16.6,252,10,,,
01-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33.1,19.8,25.5,18.3,69,0,16.2,265.3,9,,,
02-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.6,19.9,25.2,17.7,67.9,0,10.8,207.5,7,,,
03-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.9,20.9,25.1,19.1,72.4,0,7.9,176.8,7,,,
04-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.7,21.2,24.8,20.1,77,2,9.7,160.9,6,,,
05-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.6,21.2,24.4,20,79,2.2,9,167.6,6,,,
06-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.6,20.7,23.9,19.9,80.7,3.5,13.3,166.4,6,,,
07-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.9,20.5,23,19.4,81.9,6.2,18.4,173,7,,,
08-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,18.4,22.1,17.6,77.8,0.2,21.2,159.9,6,,,
09-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.8,17.2,23.3,18.1,75.6,0.5,25.9,258.2,9,1240,1240,1240
10-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.5,19.4,22.9,18.7,79.2,0.5,20.5,169.5,6,,,
11-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.4,19.4,23.5,18.5,76.3,0,22.3,203.3,7,,,
12-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.6,20.3,24.6,18.4,72.3,0.4,22.3,277.3,9,1205,1205,1205
13-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.7,19.1,24.7,18,71.3,0,24.8,299.8,10,,,
14-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,19.9,24.1,17.5,71.3,0,28.4,299,10,,,
15-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.5,16.4,23.8,17.8,73,0,28.8,296.4,9,,,
16-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,20.8,24.1,18.7,74.9,1.3,28.8,233.3,8,,,
17-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,19,23.4,17.9,73.6,0.4,25.6,205.7,7,,,
18-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.4,17.1,23.7,18.9,76.9,0,21.2,193,8,,,
19-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.5,20,24.7,19.1,74.2,0.5,19.8,235.4,8,1130,1130,1130
20-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.9,20.7,24.1,19.2,76.2,1.1,20.9,202.5,7,,,
21-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.9,18.6,24.4,17.4,69.7,0,12.6,228.3,7,,,
22-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,34.2,20.3,26,17.9,67.1,0.3,14.8,275.3,10,,,
23-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.8,20.2,25.2,19.9,75.5,2.8,9.7,203.3,8,,,
24-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,21.2,24.7,20.4,78.7,14.1,9.7,165.8,5,,,
25-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,33,19.7,25.7,19.2,71.8,2.3,8.3,263.9,10,,,
26-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.8,20.2,24.9,20.4,77.8,1.6,20.5,175.7,7,,,
27-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.2,20.4,24.1,20.1,80.6,12.1,9,182.3,7,,,
28-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.6,20.7,23.1,20.7,87.4,9.9,7.6,103.9,5,,,
29-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,20.7,23.4,20.8,86.6,15.5,9.7,153.2,6,,,
30-09-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.5,20.5,23.6,19.8,81.5,6.1,14,233,8,,,
01-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.8,19.8,23.1,19.8,83.5,2.4,10.4,177,7,,,
02-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.7,19.7,23.8,19.8,80.4,2.3,16.6,242.4,8,,,
03-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,20.1,24.8,19.5,75.9,0.1,15.1,257.1,10,,,
04-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.5,20.9,24.5,20.1,79.2,4.1,13,221.2,9,,,
05-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,19.9,23,20.2,85.5,13.7,10.8,156.7,6,,,
06-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.8,17.8,22.8,17.9,77.3,1.6,14.8,257.2,9,,,
07-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.6,19.1,23.2,19.1,80.1,1.8,19.8,255.3,9,,,
08-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.6,16.4,23,19,80.5,3.6,23.4,255.9,10,,,
09-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,20.1,23.1,19.6,82.3,1.7,18.4,198.9,6,,,
10-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.3,20,23.6,19.9,81.9,2.3,19.8,225.9,8,,,
11-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.2,20,23.9,20.3,83,14.2,11.5,219,9,,,
12-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.1,19.2,24,19.8,79.8,7.8,8.6,242.7,9,,,
13-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.1,20.7,24.6,19.6,76.1,0,12.2,264,9,,,
14-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.4,19.5,24.3,18,71,0.3,14,267.6,9,,,
15-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.5,18.1,23.7,16.4,67,0.8,11.2,280.8,10,,,
16-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.2,18.9,24.4,16.9,65.8,0,11.5,284.3,10,,,
17-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.5,18.6,24.3,17.7,69.9,0,12.2,285.4,10,,,
18-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,19.9,24.3,18.7,73.6,0.1,12.2,234,9,,,
19-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,20.1,24.7,19.1,74.4,0,14,249.6,9,,,
20-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32,20.5,25.3,19.2,72.9,0,14,275.7,10,,,
21-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.3,16.4,24.1,18.6,74.2,0.2,14.8,230.1,8,,,
22-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.1,15.1,24.3,18.1,71.4,0,11.5,250.4,9,,,
23-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.3,19.1,24.7,14.6,58.5,0,11.2,273.7,9,,,
24-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.4,18.8,24.7,16.2,62.6,0.2,13,269.6,10,,,
25-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.7,16.5,23.2,14.4,62.5,0.6,16.9,282.6,10,,,
26-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.7,17.4,23.2,15.9,67.8,0,17.6,255.3,9,,,
27-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.8,18.8,24.3,16.1,65.7,0,10.8,256.3,9,,,
28-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.8,19.7,22.8,19.1,81.5,12.2,10.4,178.1,7,,,
29-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.9,19.1,24,18.1,73.5,1.6,11.5,272.9,9,,,
30-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,31.9,19.2,24.8,17.8,69.1,1.1,12.2,258.6,9,,,
31-10-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,21,23.6,19.8,81.4,3.7,19.4,207.5,8,,,
01-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.9,20.2,23.3,20.2,84.7,9,18.4,206,8,,,
02-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25.9,20.1,22.5,19.6,84.6,9.3,9,135.4,5,900,1200,1000
03-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.8,18.1,22.7,19.9,85.6,11.4,10.1,172,7,,,
04-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,19.4,23,19.3,82,3.2,9,181.3,8,,,
05-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,19.5,23.3,20.3,85,16,12.6,194.9,8,,,
06-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,19.4,23.5,19.2,79.3,2.2,13.3,252.9,9,800,1000,880
07-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.7,19.6,23.2,19,79.6,3,17.3,228.7,9,,,
08-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.5,19,22.7,19.5,83.9,3.2,17.6,182.4,8,,,
09-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.3,19.3,22.4,19.7,85.6,21.7,11.2,169.4,7,,,
10-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,21.8,17.9,19.8,18.5,92.3,24.6,19.4,86.6,3,,,
11-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,23.2,18.2,20.5,19.5,94.2,5.7,13.3,90.2,3,,,
12-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.2,19.3,22.1,19.8,87.5,5.4,13.3,221.2,8,,,
13-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24.5,19.3,21.5,18.2,82.7,1.9,17.6,155.8,5,,,
14-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,23.9,16.7,20.1,16.6,82,0.1,14.4,142.7,5,,,
15-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,23.7,18,20.4,18.3,88.5,3.8,13.7,123,4,,,
16-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.6,18,21.7,19.3,87.3,1.3,13.7,197.8,8,,,
17-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,19.1,22.6,19.4,83.6,0,11.9,216.7,8,,,
18-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25.9,19,21.7,19.7,89.4,2.3,10.8,144,6,,,
19-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25.7,19.1,21.7,20.1,91.2,5.2,20.5,151.6,6,,,
20-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.1,19.2,22,19.9,88.8,3.4,15.8,203.2,8,,,
21-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25,18.7,21.6,19.2,87.3,1.2,18,178,5,,,
22-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24.1,18.3,20.8,19.4,92.4,8.2,21.2,116.8,4,,,
23-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,23.6,19.1,21,19.5,91.3,5.4,15.5,137.2,5,680,800,700
24-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.8,18.9,22,19.7,87.8,2.4,14,231.7,8,,,
25-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.3,15.9,20.8,16.6,79.6,0,13.7,267,9,,,
26-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.4,14.1,19.9,15.3,77.1,0,11.9,259.9,9,,,
27-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.2,16.7,21.6,18.4,83.5,0,12.6,235.3,8,,,
28-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,18.1,22,17.9,79.7,0,12.6,247.4,9,,,
29-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.9,15.8,20.9,17.9,84.6,11.5,17.3,227.6,9,,,
30-11-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25.5,18.8,21.4,19.2,88.3,2.9,13.3,164.9,6,,,
01-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.1,18.5,21.5,19,86.6,1,16.6,180.3,7,650,800,700
02-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24.6,18.6,21.2,19.2,88.8,2.5,11.5,101,3,,,
03-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.1,18,22.4,19.4,84.8,0.3,13,234.6,9,,,
04-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,18.5,22.2,18.9,83.4,0,18.7,246.2,9,,,
05-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.2,14.7,21.3,18.8,86.5,5.8,24.8,224.4,8,,,
06-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,24.5,18.7,21.2,19.5,90.3,4.1,25.6,153,6,,,
07-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.5,16.7,21.6,19.5,88.7,2.8,20.9,207.6,7,,,
08-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,25.2,17.7,20.8,17.3,81.7,4.1,20.9,206,8,,,
09-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.5,16.8,21,18.5,86.4,1.3,18,203.4,8,,,
10-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.2,19.7,22.7,20.4,88.3,0.9,16.9,189.9,7,,,
11-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.1,19,22.9,19.7,83.6,0.3,11.2,229.4,8,,,
12-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.2,15.2,22.5,19.7,85.5,0.2,15.1,168.1,7,,,
13-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.7,19.5,22.9,19.2,82,0,8.3,189.4,7,,,
14-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.9,18.9,22.8,19.4,82.6,2.2,9.4,214.9,8,,,
15-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.7,18.9,22.8,19.3,82.7,0.2,10.1,205.1,8,700,950,800
16-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.7,16.5,21.8,16.8,77.1,0,13,246,9,,,
17-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.3,15.6,20.7,16.5,79.3,0,15.5,253.9,9,,,
18-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,17.6,22,18.5,82,0,12.6,238.6,9,,,
19-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.9,18.4,22.1,18.2,80.7,0,14.4,242.6,9,,,
20-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.7,17.4,21.8,17.9,81,0,17.6,244.1,9,,,
21-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,16.8,21.5,15.6,73.3,0,12.6,253.8,9,,,
22-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.1,14.6,20.3,13.8,70.6,0,13.7,255.2,9,,,
23-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.7,15.8,20.5,15.2,75.4,0,15.1,252.1,9,,,
24-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.1,16.2,20.8,14.9,72.9,0,13.3,251.8,9,,,
25-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.8,15.3,20.5,14.9,74.7,0,18.4,250,9,,,
26-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.2,16,20.7,15.1,74.3,0,22.3,256.7,9,,,
27-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.1,15.3,21,16.6,78.3,0,20.5,240.3,9,,,
28-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,15.9,20.9,15.2,73.5,0,22,253.4,9,,,
29-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,13.4,20.3,14.3,72.8,0,21.6,256.4,9,,,
30-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.3,14.7,20.7,11.2,63.9,0,17.6,265.6,9,,,
31-12-2015,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.5,13.7,19.5,13.4,72.1,0,22.3,260.7,9,,,
01-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,15.7,20.6,13.9,68.5,0,16.9,242.6,8,,,
02-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,13.5,20.1,11.6,62.9,0,14.8,255.9,9,,,
03-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.3,14.4,20.6,10.7,58.1,0,13,258.6,9,,,
04-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.9,15.1,20.3,10.1,56.3,0,13.7,260.2,9,,,
05-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,14.3,20.3,12.2,62.2,0,8.6,257.6,9,,,
06-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.8,15,21.3,15.2,70.6,0,7.9,240.7,8,,,
07-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,17.6,21.8,16.3,72.8,0,10.4,234.5,8,,,
08-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.5,16.1,21.8,16.1,71.7,0,9.4,213.5,8,,,
09-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,17.4,21.6,13.3,62.9,0,10.1,243.1,8,,,
10-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,16.5,21.4,13,60.8,0,9.7,248.3,9,,,
11-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.3,16,21.3,12.7,61.6,0,9.7,252,9,,,
12-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.6,15.8,21.3,13.1,62.2,0,9.4,254.2,9,,,
13-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.6,17,21.2,13.9,64.6,0,9,228.9,8,,,
14-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,16.1,21.6,13.4,62.4,0,8.3,255.8,9,,,
15-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.4,17,21.8,13.7,61.8,0,10.4,247.4,9,,,
16-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,14.6,22.1,14.6,64.5,0,6.8,195.8,8,,,
17-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,16.1,22.4,15.7,67.7,0,10.4,200.8,7,,,
18-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28,18.8,22.9,16.6,68.5,0,10.1,219.2,8,,,
19-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.5,20.2,22.9,17.6,72.5,0.4,9,176.5,7,,,
20-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27,15,23,18.3,75.5,0.7,8.3,124,6,,,
21-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,27.4,20.6,23.4,19.6,80.1,0.9,11.1,152.5,6,,,
22-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,28.2,16.8,22.9,18,75.3,0.4,13,171.4,7,,,
23-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,26.6,20.3,22.9,18.3,75.8,0,13.7,144.9,5,,,
24-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29,15.1,23.2,18,74.2,0,11.2,162.6,6,,,
25-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,32.3,20.1,24.2,18.2,70.8,0,9,196.4,8,,,
26-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.4,14.3,23.6,17.8,72.2,0,8.3,197,7,,,
27-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.8,20.9,24.4,17.6,67.5,0,7.9,225.6,8,,,
28-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.4,14.8,24.1,16.3,64.1,0,10.4,257,9,,,
29-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.5,17.2,23.6,15.4,63.4,0,11.9,263.7,9,,,
30-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.5,18.3,22.9,13.9,60,0,15.8,271,9,,,
31-01-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.8,16.7,22.8,12.4,55.9,0,16.2,275.5,9,,,
01-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.5,15.9,22.1,9.7,51,0,14.4,274.8,9,,,
02-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.6,15.6,22,9.5,49.2,0,15.1,281.8,10,,,
03-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30,15.9,22.6,10.5,49.8,0,14.4,263.2,9,,,
04-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.2,17.5,23.2,10.9,48.6,0,15.5,275.5,9,,,
05-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,29.8,14.2,22.6,10.2,47.8,0,9.4,277.9,10,,,
06-02-2016,Karnataka,Chamrajnagar,Chamaraj Nagar,Banana - Green,Banana - Green,30.6,17.4,23.6,13.5,54.2,0,11.2,271.2,9,,,
